method,stage,required,actual,n_stage_observations,episode_n,terminal,reasoning,mode_mismatch_cost,total,exact,exact_mode_match,strict_clean,clear_success_proxy,auxiliary_success_proxy
risky_ps_safe_conditional,ALL,fast,fast,98,70,3.1989795918367347,4.358916479591837,1.280612244897959,7.626079744897959,0.8163265306122449,0.1836734693877551,0.7857142857142857,0.8163265306122449,0.8469387755102041
risky_ps_safe_conditional,stage1,fast,deep,38,38,4.9605263157894735,4.8399928947368425,1.5657894736842106,9.871927105263158,0.7631578947368421,0.0,0.6842105263157895,0.7631578947368421,0.6842105263157895
risky_ps_safe_conditional,stage1,fast,fast,62,62,5.056451612903226,4.275412177419355,1.3870967741935485,9.401937983870967,0.7096774193548387,0.2903225806451613,0.6612903225806451,0.7096774193548387,0.7580645161290323
risky_ps_safe_conditional,stage2,deep,deep,45,45,4.7444444444444445,4.092927555555556,0.7222222222222222,8.910514222222222,0.7555555555555555,0.4,0.6222222222222222,0.7555555555555555,0.7333333333333333
risky_ps_safe_conditional,stage2,deep,fast,30,30,9.616666666666667,4.669911833333333,2.533333333333333,14.354891833333333,0.4666666666666667,0.0,0.4666666666666667,0.4666666666666667,0.5
risky_ps_safe_conditional,stage2,fast,deep,8,8,0.0,5.572211875,2.0,5.645411875,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,stage2,fast,fast,17,17,0.0,4.714029117647059,1.2352941176470589,4.780599705882353,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,stage3,deep,deep,60,60,5.983333333333333,4.19351175,1.0416666666666667,10.249198416666667,0.7,0.3,0.6,0.7,0.65
risky_ps_safe_conditional,stage3,deep,fast,15,15,9.533333333333333,4.844559333333334,3.066666666666667,14.444532666666666,0.4,0.0,0.4,0.4,0.6
risky_ps_safe_conditional,stage3,fast,deep,16,16,0.0,4.85465,1.75,4.926025,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,stage3,fast,fast,9,9,0.0,5.226865555555555,1.0,5.290787777777778,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,stage4,deep,deep,66,66,6.196969696969697,4.2586581818181815,1.25,10.527270303030303,0.6818181818181818,0.2727272727272727,0.5909090909090909,0.6818181818181818,0.6818181818181818
risky_ps_safe_conditional,stage4,deep,fast,9,9,10.333333333333334,4.800850555555556,2.888888888888889,15.202228333333334,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
risky_ps_safe_conditional,stage4,fast,deep,21,21,0.0,5.3296809523809525,1.619047619047619,5.3998333333333335,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,stage4,fast,fast,4,4,0.0,3.1982225,0.75,3.2592475,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,stage5,deep,deep,66,66,6.696969696969697,4.139765454545454,1.2121212121212122,10.90871696969697,0.6515151515151515,0.2727272727272727,0.5606060606060606,0.6515151515151515,0.6212121212121212
risky_ps_safe_conditional,stage5,deep,fast,9,9,6.666666666666667,5.672730555555556,3.1666666666666665,12.404952777777778,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.7777777777777778
